player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage
Kevin Danso,Austria,Right,19/09/1998,10,1,0.13,554,86,48,38,843,43,7,6,14,0,0,0.41,9,21,0,0,0,0,3,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Dasilva,England,Left,23/10/1998,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Davies,Wales,Left,24/04/1993,17,3,0.5,1011,88,83,45,1330,77,17,12,19,0,5,0.28,13,53,0,2,4,25,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey Davies,England,Left,03/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leif Davis,England,Left,31/12/1999,33,1,4.75,950,81,76,46,2746,124,46,25,8,1,5,0.96,45,35,2,4,68,21,31,42,27,1,1,5,0,80,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Craig Dawson,England,Right,06/05/1990,15,5,0.09,558,87,85,52,969,42,15,9,11,0,2,0.49,14,21,0,2,0,0,3,33,6,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Lucas De Bolle,Scotland,Right,22/10/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin De Bruyne,Belgium,Right,28/06/1991,28,9,6.74,1028,83,53,68,1704,53,17,7,0,0,2,5.07,84,5,7,14,79,18,30,43,17,4,4,5,17,94,0,8,8,0,0,0,0,0,0,0,0,0,0,0
Bobby De Cordova-Reid,Jamaica,Right,02/02/1993,23,14,0.16,185,75,7,29,742,24,9,0,1,0,2,0.79,17,6,2,0,0,0,0,0,9,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luc De Fougerolles,Canada,Right,12/10/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Delap,England,Right,08/02/2003,37,5,0.0,348,62,19,26,2612,157,11,2,0,0,12,0.0,106,58,2,0,5,20,77,52,72,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Leander Dendoncker,Belgium,Right,15/04/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Dennis,Nigeria,Right,15/11/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Dennis,England,Right,10/07/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Devenny,Northern Ireland,Left,11/10/2003,23,19,0.41,186,78,16,38,496,21,17,0,1,0,1,0.76,8,2,1,3,5,20,4,50,8,1,0,1,5,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Alfie Devine,England,Right,01/08/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiernan Dewsbury-Hall,England,Left,06/09/1998,13,11,0.22,149,85,8,50,259,16,8,2,0,0,0,0.22,8,0,1,0,0,0,4,50,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa Diaby,France,Left,07/07/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amadou Diallo,England,n/a,15/02/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amad Diallo,Cote d’Ivoire,Left,11/07/2002,26,6,4.18,854,86,27,48,1901,117,38,11,2,0,5,4.68,152,10,6,19,15,60,84,49,21,8,0,9,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Dibley-Dias,New Zealand,Right,29/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Dibling,England,Left,17/02/2006,33,13,1.46,586,84,24,58,1874,139,34,8,5,0,6,2.56,50,10,0,8,19,16,88,51,30,2,2,2,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Dier,England,Right,15/01/1994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Digne,France,Left,20/07/1993,32,4,4.01,980,83,70,43,2358,127,65,25,4,0,4,0.8,28,39,4,0,82,28,18,50,21,0,0,7,6,57,0,5,5,0,0,0,0,0,0,0,0,0,0,0
Issa Diop,France,Right,09/01/1997,21,6,0.1,755,88,85,46,1335,51,26,9,7,0,2,0.53,14,20,0,0,0,0,2,50,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Axel Disasi,France,Right,11/03/1998,13,4,0.09,542,90,20,55,853,40,15,7,2,0,3,0.28,8,13,0,0,0,0,16,63,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roman Dixon,England,Right,26/12/2004,0,0,0.0,16,56,3,33,90,5,5,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nasser Djiga,Burkina Faso,Right,15/11/2002,5,4,0.01,46,83,7,29,65,2,0,2,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Doak,Scotland,Right,11/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Dobbin,England,Left,03/01/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Doherty,Ireland,Right,16/01/1992,30,5,1.22,1210,85,144,51,2113,116,38,22,15,0,6,1.04,28,56,1,5,22,5,18,61,18,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jérémy Doku,Belgium,Right,27/05/2002,29,13,3.8,700,84,6,83,1513,171,31,4,1,0,1,1.32,182,0,6,15,59,19,167,64,10,3,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolás Domínguez,Argentina,Right,28/06/1998,34,11,1.59,927,88,41,54,1970,134,86,29,12,0,9,1.53,34,27,1,0,6,33,7,43,33,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janoi Donacien,St Lucia,Right,03/11/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Donley,Northern Ireland,Left,03/01/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Dorgu,Denmark,Left,26/10/2004,12,2,1.27,389,86,9,67,842,77,31,4,0,1,3,0.43,33,16,0,4,39,8,9,33,17,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie Dorrington,England,Right,20/04/2005,1,1,0.0,16,94,0,0,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye Doucouré,Mali,Right,01/01/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheick Doucouré,Mali,Right,08/01/2000,13,9,0.11,203,86,13,62,445,30,16,11,0,0,1,0.4,4,5,0,0,0,0,4,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flynn Downes,England,Right,20/01/1999,27,2,1.44,1104,91,42,45,2154,113,49,32,9,0,12,0.63,22,17,0,4,0,0,16,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Doyle,England,Right,17/10/2001,24,21,0.33,370,85,65,63,475,22,11,5,5,0,1,0.55,4,1,1,0,0,0,6,83,5,0,0,0,5,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Callum Doyle,England,Left,03/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radu Dragusin,Romania,Right,03/02/2002,16,2,0.16,836,85,87,29,1251,53,10,15,16,0,1,0.12,12,34,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Ribeiro,Portugal,Right,28/04/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Duffus,England,n/a,15/12/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Dummett,Wales,n/a,26/09/1991,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Dunk,England,Right,21/11/1991,25,2,1.04,1934,91,180,50,2083,79,17,13,18,0,5,0.81,21,52,0,5,0,0,0,0,7,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Jhon Durán,Colombia,Left,13/12/2003,20,16,0.25,159,72,9,44,626,45,8,0,0,1,3,4.86,49,19,0,11,0,0,13,23,14,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiano Dyer,England,Right,21/11/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Díaz,Colombia,Right,13/01/1997,36,8,4.46,826,86,40,85,2410,136,39,7,0,0,2,12.02,181,14,5,31,32,34,104,51,48,13,2,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Dúbravka,Slovakia,Right,15/01/1989,0,0,0.0,278,76,96,30,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,5,29,0,0,0,0,0
George Earthy,England,Right,05/09/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coby Ebere,Germany,Right,17/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Ebiowei,England,Left,04/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio Echeverri,Argentina,Right,02/01/2006,1,1,0.01,0,0,0,0,5,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
George Edmundson,England,Right,15/08/1997,1,1,0.0,2,50,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Edozie,England,Right,28/01/2003,2,2,0.16,29,83,0,0,64,6,3,0,0,0,1,0.0,11,0,0,0,4,25,4,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Edozie,England,Right,18/05/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronnie Edwards,England,Right,28/03/2003,1,1,0.0,0,0,0,0,12,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Bilal El Khannouss,Morocco,Right,10/05/2004,32,5,3.11,955,80,83,69,2193,116,50,6,4,0,4,1.31,38,19,3,7,48,19,57,60,30,2,3,1,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idris El Mizouni,Tunisia,Right,26/09/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Elanga,Sweden,Right,27/04/2002,38,7,5.11,632,78,22,50,2507,115,19,6,1,0,1,4.47,122,24,11,15,76,17,64,39,9,6,1,18,10,86,0,6,6,0,0,0,0,0,0,0,0,0,0,0
Harvey Elliott,England,Left,04/04/2003,18,16,0.65,269,85,24,75,360,11,5,1,2,0,1,1.76,23,1,2,4,0,0,8,50,0,1,1,1,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mohamed Elneny,Egypt,Right,11/07/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landon Emenalo,England,Left,18/01/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Emerson,Scotland,Right,30/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lander Emery,Spain,n/a,29/03/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiago Silva,Brazil,Right,22/09/1984,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Enciso,Paraguay,Right,23/01/2004,25,11,1.06,354,74,14,43,1164,94,12,1,1,0,3,1.75,46,14,3,6,15,13,76,53,12,2,1,0,12,25,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Wataru Endo,Japan,Right,09/02/1993,20,19,0.1,189,94,0,0,261,24,12,6,1,0,0,0.0,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Ennis,England,Right,11/12/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Eriksen,Denmark,Both,14/02/1992,23,12,2.61,657,86,62,60,1059,24,19,7,5,0,4,1.36,17,2,2,0,26,31,0,0,8,1,1,0,5,62,0,3,3,0,0,0,0,0,0,0,1,1,0,0
Mateus Fernandes,Portugal,Right,10/07/2004,36,2,3.64,1236,85,89,65,2919,208,89,28,8,0,8,4.01,50,15,4,18,40,18,98,50,46,2,0,4,14,54,0,4,4,0,0,0,0,0,0,0,0,0,0,0
Romain Esse,England,Left,13/05/2005,7,6,0.42,42,76,4,50,135,17,9,1,0,0,0,0.32,11,3,1,0,0,0,6,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pervis Estupiñán,Ecuador,Left,21/01/1998,30,4,2.49,1308,88,59,44,2403,150,65,37,5,0,5,1.17,36,46,1,0,80,28,32,59,36,1,0,3,13,37,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Jonny Evans,Northern Ireland,Both,03/01/1988,7,4,0.03,214,89,12,50,314,24,8,5,2,0,1,0.13,3,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Evans,England,n/a,04/06/2008,4,4,0.0,3,67,0,0,21,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Eyestone,United States,Right,21/04/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eberechi Eze,England,Right,29/06/1998,34,3,4.68,914,82,65,55,2600,164,39,11,0,0,1,10.5,104,7,8,27,29,24,129,52,13,8,5,9,35,62,0,16,16,0,0,0,0,0,0,0,2,1,0,0
Lukasz Fabianski,Poland,Right,18/04/1985,14,1,0.0,439,64,251,37,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,2,50,3,0,0,0,0
Wout Faes,Belgium,Right,03/04/1998,34,4,0.43,1550,88,176,45,2812,103,42,26,35,0,4,1.53,28,47,0,0,0,0,6,83,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romain Faivre,France,Left,14/07/1998,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amar Fatah,Sweden,Right,19/02/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdul Fatawu,Ghana,Left,08/03/2004,11,5,1.42,158,68,20,55,577,84,21,4,0,0,0,0.42,28,14,2,3,30,20,57,51,11,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansu Fati,Spain,Right,31/10/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Feeney,England,Right,06/05/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Ferguson,England,n/a,06/10/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Ferguson,Ireland,Right,19/10/2004,21,18,0.4,93,76,5,40,387,23,7,1,2,0,0,0.54,20,9,0,2,0,0,7,57,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Enzo Fernández,Argentina,Right,17/01/2001,36,4,6.22,1778,84,172,58,2946,159,65,13,7,0,8,6.13,85,15,7,14,45,20,47,55,52,6,0,2,14,74,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Jota Silva,Portugal,Right,01/08/1999,31,26,1.84,171,66,15,40,840,81,27,12,1,0,5,2.11,48,21,1,8,21,19,25,40,24,3,1,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fábio Vieira,Portugal,Left,30/05/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Fish,England,Right,17/02/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jayce Fitzgerald,England,Right,09/05/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Flekken,Netherlands,Both,13/06/1993,0,0,0.0,1588,72,774,44,0,0,0,0,0,0,1,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,55,7,153,1,0,0,0,0
Jack Fletcher,England,Left,19/03/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Foden,England,Left,28/05/2000,28,8,5.34,852,89,44,77,1779,64,13,9,1,0,2,5.16,87,3,2,8,26,38,37,38,5,7,1,3,19,46,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Wes Foderingham,England,Left,14/01/1991,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley Fofana,France,Right,17/12/2000,0,0,0.22,781,91,33,42,1176,64,13,14,9,0,7,0.44,12,27,0,0,0,0,11,73,24,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
David Datro Fofana,Cote d’Ivoire,Right,22/12/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Forbs,Portugal,Left,19/03/2004,10,9,0.11,80,71,0,0,232,17,8,1,0,0,2,0.14,14,1,0,0,9,11,12,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omari Forson,England,Left,20/07/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser Forster,England,Right,17/03/1988,0,0,0.0,167,83,38,39,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,1,29,2,0,0,0,0
Tyrese Francois,Australia,Left,16/07/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matheus França,Brazil,Right,01/04/2004,4,4,0.18,14,71,0,0,52,3,2,1,1,0,0,0.25,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Fraser,Ireland,Right,22/02/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Fraser,Scotland,Right,24/02/1994,8,4,0.0,87,85,0,0,306,14,6,1,1,1,0,0.0,3,2,0,0,0,0,3,67,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Fredericks,England,n/a,10/10/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Fredrick,Nigeria,Right,28/05/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Fredricson,England,Right,23/02/2005,0,0,0.02,122,90,8,50,166,15,5,1,0,0,0,0.0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fábio Carvalho,Portugal,Right,30/08/2002,19,16,0.56,166,75,10,50,446,27,13,3,1,0,1,2.51,24,2,1,5,5,20,12,17,5,2,1,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorginho,Italy,Right,20/12/1991,15,6,0.59,473,87,28,43,702,31,12,7,0,0,5,0.06,3,2,0,0,0,0,3,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remo Freuler,Switzerland,Right,15/04/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Félix,Portugal,Right,10/11/1999,12,9,0.45,195,86,9,56,364,39,8,3,0,0,2,2.23,30,4,1,3,0,0,24,42,6,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niclas Füllkrug,Germany,Right,09/02/1993,18,12,0.42,196,68,9,44,788,50,4,1,0,0,2,2.17,40,39,2,6,0,0,7,14,21,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Gakpo,Netherlands,Right,07/05/1999,35,12,3.77,547,84,18,72,1938,107,28,12,3,0,5,7.09,124,17,4,17,74,15,52,60,20,10,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor Gallagher,England,Right,06/02/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Galvez,Finland,Left,28/01/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonçalo Guedes,Portugal,Right,29/11/1996,29,19,0.93,310,77,23,39,987,47,16,5,0,0,1,3.2,41,6,4,5,21,29,24,38,15,2,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrés García,Spain,Right,07/02/2003,7,2,0.45,158,92,6,50,317,14,9,2,0,0,0,0.04,2,0,0,0,18,28,17,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Gardner,Ireland,Right,06/06/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
